min_df,Topics,Words,Similar Words,No. Results,No. QGS,No. GS,No. Total
0.1,1,5,0,443,17,48,131
0.1,1,5,1,1612,19,52,131
0.1,1,5,2,3000,7,15,131
0.1,1,5,3,3000,3,5,131
0.1,1,6,0,161,6,19,131
0.1,1,6,1,511,7,22,131
0.1,1,6,2,3000,7,23,131
0.1,1,6,3,3000,3,10,131
0.1,1,7,0,140,5,17,131
0.1,1,7,1,423,6,20,131
0.1,1,7,2,3000,8,24,131
0.1,1,7,3,3000,3,9,131
0.1,1,8,0,68,4,12,131
0.1,1,8,1,164,4,14,131
0.1,1,8,2,1336,7,19,131
0.1,1,8,3,3000,5,16,131
0.1,1,9,0,12,2,4,131
0.1,1,9,1,164,4,14,131
0.1,1,9,2,1335,7,19,131
0.1,1,9,3,3000,5,16,131
0.1,1,10,0,9,2,4,131
0.1,1,10,1,42,3,10,131
0.1,1,10,2,537,4,13,131
0.1,1,10,3,3000,4,13,131
0.1,2,5,0,1491,28,73,132
0.1,2,5,1,3000,23,57,132
0.1,2,5,2,3000,4,10,131
0.1,2,5,3,3000,0,0,0
0.1,2,6,0,573,21,61,132
0.1,2,6,1,1006,24,66,132
0.1,2,6,2,3000,23,63,132
0.1,2,6,3,3000,14,35,132
0.1,2,7,0,193,17,43,131
0.1,2,7,1,386,18,46,131
0.1,2,7,2,2389,21,52,131
0.1,2,7,3,3000,17,40,131
0.1,2,8,0,88,14,35,131
0.1,2,8,1,136,14,37,131
0.1,2,8,2,975,17,43,131
0.1,2,8,3,3000,17,42,131
0.1,2,9,0,77,13,32,131
0.1,2,9,1,105,14,37,131
0.1,2,9,2,172,16,42,131
0.1,2,9,3,421,16,45,131
0.1,2,10,0,73,11,29,131
0.1,2,10,1,97,12,34,131
0.1,2,10,2,142,14,39,131
0.1,2,10,3,233,14,41,131
0.1,3,5,0,1579,28,87,132
0.1,3,5,1,2644,28,87,132
0.1,3,5,2,3000,15,40,132
0.1,3,5,3,3000,4,10,131
0.1,3,6,0,630,24,74,132
0.1,3,6,1,1064,27,79,132
0.1,3,6,2,3000,24,71,132
0.1,3,6,3,3000,14,37,132
0.1,3,7,0,465,20,54,131
0.1,3,7,1,805,24,63,131
0.1,3,7,2,3000,27,72,131
0.1,3,7,3,3000,17,47,131
0.1,3,8,0,329,17,44,131
0.1,3,8,1,616,21,55,131
0.1,3,8,2,2738,24,62,131
0.1,3,8,3,3000,19,53,131
0.1,3,9,0,179,14,33,131
0.1,3,9,1,585,19,50,131
0.1,3,9,2,2623,23,58,131
0.1,3,9,3,3000,19,50,131
0.1,3,10,0,90,12,18,131
0.1,3,10,1,231,15,33,131
0.1,3,10,2,503,19,48,131
0.1,3,10,3,813,19,52,131
0.1,4,5,0,1853,27,77,132
0.1,4,5,1,3000,23,58,132
0.1,4,5,2,3000,0,1,131
0.1,4,5,3,3000,0,0,0
0.1,4,6,0,703,24,62,131
0.1,4,6,1,3000,30,74,131
0.1,4,6,2,3000,10,20,131
0.1,4,6,3,3000,0,1,131
0.1,4,7,0,384,20,52,131
0.1,4,7,1,1803,26,64,131
0.1,4,7,2,3000,14,27,131
0.1,4,7,3,3000,3,5,132
0.1,4,8,0,288,16,45,131
0.1,4,8,1,647,21,56,131
0.1,4,8,2,3000,22,57,131
0.1,4,8,3,3000,10,16,132
0.1,4,9,0,215,15,38,131
0.1,4,9,1,370,19,48,131
0.1,4,9,2,2969,24,66,131
0.1,4,9,3,3000,13,27,131
0.1,4,10,0,173,12,33,131
0.1,4,10,1,220,15,39,131
0.1,4,10,2,2308,21,53,131
0.1,4,10,3,3000,12,26,131
0.1,5,5,0,2473,29,77,132
0.1,5,5,1,3000,28,74,133
0.1,5,5,2,3000,6,13,132
0.1,5,5,3,3000,0,0,0
0.1,5,6,0,1028,24,65,132
0.1,5,6,1,1822,26,69,132
0.1,5,6,2,3000,22,52,132
0.1,5,6,3,3000,9,20,131
0.1,5,7,0,526,20,54,132
0.1,5,7,1,1474,21,59,132
0.1,5,7,2,3000,19,49,132
0.1,5,7,3,3000,11,26,131
0.1,5,8,0,164,18,45,131
0.1,5,8,1,269,19,48,131
0.1,5,8,2,3000,22,57,132
0.1,5,8,3,3000,13,29,132
0.1,5,9,0,116,16,39,131
0.1,5,9,1,152,17,42,131
0.1,5,9,2,2174,20,49,131
0.1,5,9,3,3000,10,23,131
0.1,5,10,0,110,14,36,131
0.1,5,10,1,143,15,39,131
0.1,5,10,2,2088,18,46,131
0.1,5,10,3,3000,12,28,131
0.2,1,5,0,443,17,48,131
0.2,1,5,1,1612,19,52,131
0.2,1,5,2,3000,7,15,131
0.2,1,5,3,3000,3,5,131
0.2,1,6,0,161,6,19,131
0.2,1,6,1,511,7,22,131
0.2,1,6,2,3000,7,23,131
0.2,1,6,3,3000,3,10,131
0.2,1,7,0,140,5,17,131
0.2,1,7,1,423,6,20,131
0.2,1,7,2,3000,8,24,131
0.2,1,7,3,3000,3,9,131
0.2,1,8,0,68,4,12,131
0.2,1,8,1,164,4,14,131
0.2,1,8,2,1336,7,19,131
0.2,1,8,3,3000,5,16,131
0.2,1,9,0,12,2,4,131
0.2,1,9,1,164,4,14,131
0.2,1,9,2,1335,7,19,131
0.2,1,9,3,3000,5,16,131
0.2,1,10,0,9,2,4,131
0.2,1,10,1,42,3,10,131
0.2,1,10,2,537,4,13,131
0.2,1,10,3,3000,4,13,131
0.2,2,5,0,1424,26,70,132
0.2,2,5,1,2487,26,71,132
0.2,2,5,2,3000,15,37,132
0.2,2,5,3,3000,4,9,131
0.2,2,6,0,573,21,61,132
0.2,2,6,1,1006,24,66,132
0.2,2,6,2,3000,23,63,132
0.2,2,6,3,3000,14,35,132
0.2,2,7,0,230,16,44,131
0.2,2,7,1,417,17,47,131
0.2,2,7,2,2420,19,52,131
0.2,2,7,3,3000,17,41,131
0.2,2,8,0,112,14,35,131
0.2,2,8,1,174,15,40,131
0.2,2,8,2,1015,17,45,131
0.2,2,8,3,3000,16,42,131
0.2,2,9,0,95,11,28,131
0.2,2,9,1,169,15,40,131
0.2,2,9,2,934,17,45,131
0.2,2,9,3,3000,17,44,131
0.2,2,10,0,66,10,25,131
0.2,2,10,1,117,12,34,131
0.2,2,10,2,444,15,40,131
0.2,2,10,3,2116,15,43,131
0.2,3,5,0,1083,30,75,131
0.2,3,5,1,3000,31,78,131
0.2,3,5,2,3000,10,20,131
0.2,3,5,3,3000,0,1,131
0.2,3,6,0,355,23,58,131
