min_df,Topics,Words,Similar Words,No. Results,No. QGS,No. GS
0.4,4,7,1,738,8,18
0.4,4,7,2,1185,8,19
0.4,4,7,3,1530,8,19
0.4,4,8,0,430,7,15
0.4,4,8,1,522,7,16
0.4,4,8,2,772,8,18
0.4,4,8,3,1047,8,18
0.4,4,9,0,362,6,12
0.4,4,9,1,421,6,13
0.4,4,9,2,614,7,15
0.4,4,9,3,687,7,15
0.4,4,10,0,123,5,8
0.4,4,10,1,149,5,8
0.4,4,10,2,205,7,11
0.4,4,10,3,367,7,13
0.4,5,2,0,5000,0,0
0.4,5,2,1,5000,0,0
0.4,5,2,2,5000,0,0
0.4,5,2,3,5000,0,0
0.4,5,3,0,5000,0,0
0.4,5,3,1,5000,0,0
0.4,5,3,2,5000,0,0
0.4,5,3,3,5000,0,0
0.4,5,4,0,5000,7,14
0.4,5,4,1,5000,0,0
0.4,5,4,2,5000,0,0
0.4,5,4,3,5000,0,0
0.4,5,5,0,3811,9,23
0.4,5,5,1,5000,8,17
0.4,5,5,2,5000,0,1
0.4,5,5,3,5000,0,0
0.4,5,6,0,2214,9,22
0.4,5,6,1,2350,9,22
0.4,5,6,2,2640,9,22
0.4,5,6,3,3242,9,22
0.4,5,7,0,566,8,17
0.4,5,7,1,738,8,18
0.4,5,7,2,1186,8,19
0.4,5,7,3,1531,8,19
0.4,5,8,0,413,7,14
0.4,5,8,1,483,7,15
0.4,5,8,2,690,8,17
0.4,5,8,3,787,8,17
0.4,5,9,0,364,7,14
0.4,5,9,1,423,7,15
0.4,5,9,2,620,8,17
0.4,5,9,3,694,8,17
0.4,5,10,0,123,5,8
0.4,5,10,1,149,5,8
0.4,5,10,2,205,7,11
0.4,5,10,3,367,7,13
