title
Code Smell Detection: Towards a Machine Learning-Based Approach
IDS: An Immune-Inspired Approach for the Detection of Software Design Smells
Support vector machines for anti-pattern detection
BDTEX: A GQM-based Bayesian approach for the detection of antipatterns
Comparing and experimenting machine learning techniques for code smell detection
