title
Software risk management: principles and practices
Toward an assessment of software development risk
Components of software development risk: how to address them? A project manager survey
Identifying software project risks: An international delphi study
How software project risk affects project performance: An investigation of the dimensions of risk and an exploratory model
An empirical approach to characterizing risky software projects based on logistic regression analysis
