min_df,Topics,Words,Similar Words,No. Results,No. QGS,No. GS,No. Total
0.1,1,5,0,670,3,20,40
0.1,1,5,1,2000,0,0,0
0.1,1,5,2,2000,0,0,0
0.1,1,5,3,2000,0,0,0
0.1,1,6,0,325,3,15,39
0.1,1,6,1,2000,3,11,39
0.1,1,6,2,2000,0,0,0
0.1,1,6,3,2000,0,0,0
0.1,1,7,0,237,2,12,39
0.1,1,7,1,1543,3,16,39
0.1,1,7,2,2000,1,5,39
0.1,1,7,3,2000,1,2,39
0.1,1,8,0,237,2,12,39
0.1,1,8,1,1543,3,16,39
0.1,1,8,2,2000,1,5,39
0.1,1,8,3,2000,1,2,39
0.1,1,9,0,108,1,8,39
0.1,1,9,1,321,1,9,39
0.1,1,9,2,1000,2,10,39
0.1,1,9,3,1629,2,10,39
0.1,1,10,0,21,1,1,39
0.1,1,10,1,59,1,2,39
0.1,1,10,2,1000,2,10,39
0.1,1,10,3,1629,2,10,39
0.1,2,5,0,2000,4,18,40
0.1,2,5,1,2000,0,0,0
0.1,2,5,2,2000,0,0,0
0.1,2,5,3,2000,0,0,0
0.1,2,6,0,1361,5,20,39
0.1,2,6,1,2000,3,9,39
0.1,2,6,2,2000,0,0,0
0.1,2,6,3,2000,0,0,0
0.1,2,7,0,182,4,10,39
0.1,2,7,1,444,4,10,39
0.1,2,7,2,2000,3,8,39
0.1,2,7,3,2000,2,4,39
0.1,2,8,0,101,3,8,39
0.1,2,8,1,142,3,8,39
0.1,2,8,2,2000,3,8,39
0.1,2,8,3,2000,2,4,39
0.1,2,9,0,17,1,2,39
0.1,2,9,1,27,1,2,39
0.1,2,9,2,418,1,4,39
0.1,2,9,3,687,1,4,39
0.1,2,10,0,13,1,2,39
0.1,2,10,1,21,1,2,39
0.1,2,10,2,359,1,2,39
0.1,2,10,3,610,1,2,39
0.1,3,5,0,1855,4,21,39
0.1,3,5,1,2000,0,0,0
0.1,3,5,2,2000,0,0,0
0.1,3,5,3,2000,0,0,0
0.1,3,6,0,1027,4,18,39
0.1,3,6,1,2000,1,3,39
0.1,3,6,2,2000,0,0,0
0.1,3,6,3,2000,0,0,0
0.1,3,7,0,449,4,14,39
0.1,3,7,1,2000,1,2,39
0.1,3,7,2,2000,0,0,0
0.1,3,7,3,2000,0,0,0
0.1,3,8,0,168,4,7,39
0.1,3,8,1,1392,4,7,39
0.1,3,8,2,2000,0,0,0
0.1,3,8,3,2000,0,0,0
0.1,3,9,0,90,3,5,39
0.1,3,9,1,1033,3,6,39
0.1,3,9,2,2000,1,1,39
0.1,3,9,3,2000,0,0,0
0.1,3,10,0,25,2,3,39
0.1,3,10,1,64,2,4,39
0.1,3,10,2,540,2,7,39
0.1,3,10,3,1178,2,7,39
0.1,4,5,0,-1,2,7,39
0.1,4,5,1,-1,2,7,39
0.1,4,5,2,-1,2,7,39
0.1,4,5,3,2000,0,0,0
0.1,4,6,0,1027,4,18,39
0.1,4,6,1,2000,1,3,39
0.1,4,6,2,2000,0,0,0
0.1,4,6,3,2000,0,0,0
0.1,4,7,0,449,4,14,39
0.1,4,7,1,2000,1,2,39
0.1,4,7,2,2000,0,0,0
0.1,4,7,3,2000,0,0,0
0.1,4,8,0,168,4,7,39
0.1,4,8,1,1392,4,7,39
0.1,4,8,2,2000,0,0,0
0.1,4,8,3,2000,0,0,0
0.1,4,9,0,119,4,7,39
0.1,4,9,1,1067,4,7,39
0.1,4,9,2,2000,1,1,39
0.1,4,9,3,2000,0,0,0
0.1,4,10,0,53,3,5,39
0.1,4,10,1,99,3,6,39
0.1,4,10,2,575,3,9,39
0.1,4,10,3,1217,3,9,39
0.1,5,5,0,1980,5,22,39
0.1,5,5,1,2000,0,1,39
0.1,5,5,2,2000,0,0,0
0.1,5,5,3,2000,0,0,0
0.1,5,6,0,1027,4,18,39
0.1,5,6,1,2000,1,3,39
0.1,5,6,2,2000,0,0,0
0.1,5,6,3,2000,0,0,0
0.1,5,7,0,306,4,8,39
0.1,5,7,1,2000,1,2,39
0.1,5,7,2,2000,0,0,0
0.1,5,7,3,2000,0,0,0
0.1,5,8,0,168,4,7,39
0.1,5,8,1,1392,4,7,39
0.1,5,8,2,2000,0,0,0
0.1,5,8,3,2000,0,0,0
0.1,5,9,0,119,4,7,39
0.1,5,9,1,1067,4,7,39
0.1,5,9,2,2000,1,1,39
0.1,5,9,3,2000,0,0,0
0.1,5,10,0,53,3,5,39
0.1,5,10,1,99,3,6,39
0.1,5,10,2,575,3,9,39
0.1,5,10,3,1217,3,9,39
0.2,1,5,0,670,3,20,40
0.2,1,5,1,2000,0,0,0
0.2,1,5,2,2000,0,0,0
0.2,1,5,3,2000,0,0,0
0.2,1,6,0,325,3,15,39
0.2,1,6,1,2000,3,11,39
0.2,1,6,2,2000,0,0,0
0.2,1,6,3,2000,0,0,0
0.2,1,7,0,237,2,12,39
0.2,1,7,1,1543,3,16,39
