title
A pilot study using machine learning and domain knowledge to facilitate comparative effectiveness review updating
A comparison of automated training-by-example selection algorithms for Evidence Based Software Engineering
A method to support search string building in systematic literature reviews through visual text mining
A new algorithm for reducing the workload of experts in performing systematic reviews
A new iterative method to reduce workload in systematic review process
