1	11
1	12
1	21
1	34
1	45
2	21
2	32
2	34
2	45
3	21
4	32
4	34
4	38
4	45
7	11
7	22
7	24
7	34
7	38
7	45
8	14
8	23
8	28
8	32
8	34
8	36
8	40
8	45
9	32
9	45
9	46
10	23
10	34
10	46
11	15
11	24
11	34
11	38
12	21
14	34
14	35
14	40
14	45
14	46
15	28
15	32
15	34
15	36
15	40
15	45
15	46
16	38
17	27
19	46
20	32
20	45
20	46
21	38
22	32
22	35
22	40
23	28
23	32
23	36
23	40
23	45
23	46
24	34
24	43
25	34
26	45
27	38
28	45
28	46
30	45
30	46
32	40
32	45
32	46
34	45
34	46
36	45
40	45
40	46
41	45
41	46
45	46
