title
Bridging the Gap between Business Strategy and Software Development
Business-oriented software process improvement based on CMMI using QFD
The Rosetta Stone Methodology - A benefits-driven approach to SPI
An Approach to Support the Strategic Alignment of Software Process Improvement Programs
Managing process inconsistency using viewpoints
Software Process Improvement: Supporting the Linking of the Software and the Business Strategies
Business-oriented process improvement: practices and experiences at Thales Naval The Netherlands (TNNL)
Business Objectives as Drivers for Process Improvement: Practices and Experiences at Thales Naval The Netherlands (TNNL)
Applying and Adjusting a Software Process Improvement Model in Practice: The Use of the IDEAL Model in a Small Software Enterprise
Determining organization-specific process suitability
