min_df,Topics,Words,Similar Words,No. Results,No. QGS,No. GS,No. Total
0.1,1,5,0,1641,15,36,131
0.1,1,5,1,3000,15,39,131
0.1,1,5,2,3000,13,33,131
0.1,1,5,3,3000,16,40,131
0.1,1,6,0,563,9,21,131
0.1,1,6,1,1882,13,30,131
0.1,1,6,2,3000,13,30,131
0.1,1,6,3,3000,16,41,131
0.1,1,7,0,136,5,15,131
0.1,1,7,1,334,7,20,131
0.1,1,7,2,512,7,21,131
0.1,1,7,3,742,12,34,131
0.1,1,8,0,68,3,12,131
0.1,1,8,1,131,4,15,131
0.1,1,8,2,215,4,16,131
0.1,1,8,3,554,11,31,131
0.1,1,9,0,27,2,9,131
0.1,1,9,1,48,2,10,131
0.1,1,9,2,67,2,10,131
0.1,1,9,3,291,9,26,131
0.1,1,10,0,21,2,9,131
0.1,1,10,1,29,2,10,131
0.1,1,10,2,34,2,10,131
0.1,1,10,3,151,8,23,131
0.1,2,5,0,1688,26,78,132
0.1,2,5,1,2556,26,80,132
0.1,2,5,2,3000,23,72,133
0.1,2,5,3,3000,22,58,132
0.1,2,6,0,617,23,66,132
0.1,2,6,1,812,23,69,132
0.1,2,6,2,1197,24,72,132
0.1,2,6,3,2701,24,74,132
0.1,2,7,0,213,15,45,131
0.1,2,7,1,323,16,47,131
0.1,2,7,2,530,17,52,131
0.1,2,7,3,1142,17,53,131
0.1,2,8,0,129,11,30,131
0.1,2,8,1,250,14,44,131
0.1,2,8,2,378,15,47,131
0.1,2,8,3,691,16,49,131
0.1,2,9,0,79,6,23,131
0.1,2,9,1,122,8,36,131
0.1,2,9,2,149,8,36,131
0.1,2,9,3,438,13,45,131
0.1,2,10,0,58,6,22,131
0.1,2,10,1,71,6,22,131
0.1,2,10,2,85,6,22,131
0.1,2,10,3,224,11,31,131
0.1,3,5,0,1805,27,85,132
0.1,3,5,1,2546,28,89,132
0.1,3,5,2,3000,29,92,132
0.1,3,5,3,3000,25,79,132
0.1,3,6,0,843,22,61,132
0.1,3,6,1,1528,25,78,132
0.1,3,6,2,2246,27,80,132
0.1,3,6,3,3000,27,77,132
0.1,3,7,0,516,18,48,132
0.1,3,7,1,861,22,66,132
0.1,3,7,2,1129,23,67,132
0.1,3,7,3,1893,23,69,132
0.1,3,8,0,406,18,45,132
0.1,3,8,1,494,20,48,132
0.1,3,8,2,596,20,48,132
0.1,3,8,3,714,20,49,132
0.1,3,9,0,156,11,26,132
0.1,3,9,1,296,15,36,132
0.1,3,9,2,398,16,40,132
0.1,3,9,3,478,16,41,132
0.1,3,10,0,28,4,7,131
0.1,3,10,1,177,12,27,132
0.1,3,10,2,379,16,40,132
0.1,3,10,3,458,16,40,132
0.1,4,5,0,1310,26,80,132
0.1,4,5,1,3000,29,86,132
0.1,4,5,2,3000,22,60,132
0.1,4,5,3,3000,15,41,133
0.1,4,6,0,598,25,73,132
0.1,4,6,1,1224,27,79,132
0.1,4,6,2,2135,29,87,132
0.1,4,6,3,3000,29,84,132
0.1,4,7,0,308,17,39,131
0.1,4,7,1,668,22,52,132
0.1,4,7,2,1188,23,60,132
0.1,4,7,3,2438,25,66,132
0.1,4,8,0,219,14,35,131
0.1,4,8,1,468,18,44,132
0.1,4,8,2,763,19,50,132
0.1,4,8,3,1208,19,53,132
0.1,4,9,0,86,10,20,131
0.1,4,9,1,189,15,29,132
0.1,4,9,2,479,17,38,132
0.1,4,9,3,896,17,42,132
0.1,4,10,0,38,5,8,131
0.1,4,10,1,110,11,19,132
0.1,4,10,2,330,12,26,132
0.1,4,10,3,555,13,33,132
